Gene_ID,TG_D14,TG_D0,log2FoldChange,pvalue,padj,GeneName,Chrom,Strand,Start,End,GeneLength,GeneType,GeneDescription,TG_D14_1_readcount,TG_D14_2_readcount,TG_D14_3_readcount,TG_D0_1_readcount,TG_D0_2_readcount,TG_D0_3_readcount,TG_D14_1_fpkm,TG_D14_2_fpkm,TG_D14_3_fpkm,TG_D0_1_fpkm,TG_D0_2_fpkm,TG_D0_3_fpkm
ENSMUSG00000028766,1225.038281,856.0363748,0.49382,0.00014163,0.0021488,Alpl,chr4,-,137741733,137796384,2522,protein_coding,alkaline_phosphatase_liver/bone/kidney,1217,1323,1235,713,897,919,24.71438356,27.11002308,28.67533777,15.66151166,17.16041147,16.54695735
ENSMUSG00000020814,911.9759095,630.6597835,0.49412,0.0031064,0.025092,Mxra7,chr11,-,116803062,116828046,2063,protein_coding,matrix-remodelling_associated_7,826,1178,830,645,600,589,20.50619608,29.50945494,23.55947081,17.32007296,14.03241301,12.96473921
ENSMUSG00000037013,976.8906311,681.1837869,0.49416,0.00027217,0.0036564,Ss18,chr18,-,14624198,14682914,4153,protein_coding,synovial_sarcoma_translocation_Chromosome_18,946,1156,924,526,754,743,11.66630944,14.38503849,13.02856869,7.016379056,8.759710454,8.124087663
ENSMUSG00000026796,1298.389895,907.0206691,0.49435,0.00026275,0.0035606,Fam129b,chr2,+,32876114,32925254,3714,protein_coding,family_with_sequence_similarity_129_member_B,1468,1409,1159,896,903,847,20.24363241,19.60578425,18.27377206,13.36458079,11.73076102,10.35593294
ENSMUSG00000043099,756.5928458,518.5941834,0.49564,0.006047,0.041805,Hic1,chr11,-,75164565,75169519,3497,protein_coding,hypermethylated_in_cancer_1,655,1005,691,345,577,631,9.592900815,14.85202101,11.57095173,5.465283478,7.960869728,8.193726158
ENSMUSG00000036206,760.1817227,527.7167571,0.49637,0.0011033,0.011164,Sh3bp4,chr1,+,89070415,89155068,4995,protein_coding,SH3-domain_binding_protein_4,934,755,674,516,498,526,9.576695308,7.811358758,7.90152777,5.722732415,4.810322418,4.781872255
ENSMUSG00000006373,699.1212284,487.1577125,0.49694,0.00032425,0.0042377,Pgrmc1,chrX,+,36598206,36606079,1857,protein_coding,progesterone_receptor_membrane_component_1,841,765,578,439,528,465,23.19467964,21.28946054,18.22647153,13.09609591,13.71836504,11.370741
ENSMUSG00000034613,677.0497947,470.42468,0.49715,0.00042373,0.0052997,Ppm1h,chr10,+,122678762,122945795,6369,protein_coding,protein_phosphatase_1H_(PP2C_domain_containing),705,704,678,397,470,521,5.66920491,5.712372709,6.233688718,3.453094696,3.56046684,3.71461829
ENSMUSG00000015932,3504.91591,2446.312306,0.49976,3.30E-05,0.00066298,Dstn,chr2,+,143915320,143943324,1911,protein_coding,destrin,4199,4045,2744,1990,2714,2538,112.5354816,109.3888267,84.08336559,57.68748691,68.52191513,60.30851698
ENSMUSG00000030101,530.1703677,366.457318,0.50062,0.0014746,0.013935,Sumf1,chr6,-,108107028,108185582,2593,protein_coding,sulfatase_modifying_factor_1,605,575,469,368,378,322,11.94970391,11.45989011,10.59148835,7.862027026,7.033469676,5.638986739
ENSMUSG00000041189,250.7079057,171.0502898,0.5022,0.0047578,0.034689,Chrnb1,chr11,-,69784036,69795943,2155,protein_coding,cholinergic_receptor_nicotinic_beta_polypeptide_1_(muscle),268,285,226,126,174,209,6.36930148,6.834593841,6.141123503,3.239011583,3.895671338,4.403994115
ENSMUSG00000002985,14622.87535,10068.16858,0.50398,0.0012776,0.012479,Apoe,chr7,-,19696109,19699166,1386,protein_coding,apolipoprotein_E,19164,16013,10803,10180,10129,9011,708.1531941,597.0691041,456.4233063,406.8869661,352.6011117,295.2279547
ENSMUSG00000031983,2709.93569,1883.808677,0.50487,4.11E-05,0.00078862,2310022B05Rik,chr8,-,124635766,124663369,3297,protein_coding,RIKEN_cDNA_2310022B05_gene,2785,3189,2447,1793,1868,1850,43.26239306,49.98626618,43.46119756,30.12663133,27.33620742,25.48006313
ENSMUSG00000031402,337.4974501,231.4272129,0.50659,0.0018311,0.016565,Mpp1,chrX,-,75109733,75131016,2849,protein_coding,membrane_protein_palmitoylated,343,397,308,203,268,211,6.166034598,7.201337794,6.330600884,3.94723351,4.538608071,3.363084074
ENSMUSG00000004562,1082.390221,750.007127,0.50705,9.55E-05,0.0015572,Arhgef40,chr14,+,51984719,52006251,5621,protein_coding,Rho_guanine_nucleotide_exchange_factor_(GEF)_40,1236,1220,920,666,855,687,11.26183531,11.21660357,9.584311248,6.563717401,7.338932035,5.549972998
ENSMUSG00000031367,677.9829965,465.487303,0.50813,0.00086322,0.0091526,Ap1s2,chrX,+,163909017,163933666,3199,protein_coding,adaptor-related_protein_complex_1_sigma_2_subunit,637,840,627,357,555,472,10.19833981,13.57001011,11.47730618,6.182202216,8.370647998,6.700010401
ENSMUSG00000014846,816.7094176,556.1374307,0.5082,0.0032582,0.026053,Tppp3,chr8,-,105467493,105471526,1396,protein_coding,tubulin_polymerization-promoting_protein_family_member_3,839,743,912,411,581,663,30.78086563,27.5054352,38.25569417,16.30968728,20.08033947,21.56630925
ENSMUSG00000010095,1216.547297,837.4469751,0.50909,0.00052,0.0062249,Slc3a2,chr19,-,8706882,8723369,2813,protein_coding,solute_carrier_family_3_(activators_of_dibasic_and_neutral_amino_acid_transport)_member_2,1388,1191,1179,797,755,896,25.27109267,21.8804956,24.54317476,15.69559629,12.94963584,14.46391949
ENSMUSG00000027800,2148.062846,1476.361152,0.5097,0.00074026,0.0081487,Tm4sf1,chr3,-,57285611,57301919,2855,protein_coding,transmembrane_4_superfamily_member_1,2447,2726,1587,1426,1572,1319,43.89672734,49.3440582,32.55048628,27.66958487,26.56603653,20.97907818
ENSMUSG00000023411,216.6489229,147.0160446,0.50987,0.006463,0.044156,Nfatc4,chr14,+,55824795,55833943,4019,protein_coding,nuclear_factor_of_activated_T_cells_cytoplasmic_calcineurin_dependent_4,267,252,162,133,158,141,3.40249536,3.240392811,2.360389506,1.833254945,1.896790724,1.593121229
ENSMUSG00000053279,720.3656215,487.6410662,0.51129,0.0050703,0.036405,Aldh1a1,chr19,+,20601961,20643462,2053,protein_coding,aldehyde_dehydrogenase_family_1_subfamily_A1,854,843,562,308,500,655,21.30459132,21.22040902,16.03001885,8.310956278,11.75063649,14.48772084
ENSMUSG00000004631,506.0004077,346.866114,0.51171,0.00072026,0.0079789,Sgce,chr6,-,4674350,4747204,2212,protein_coding,sarcoglycan_epsilon,477,629,465,289,374,362,11.04428342,14.69537416,12.30989921,7.237722878,8.157682829,7.431409037
ENSMUSG00000035441,479.9789657,329.3742751,0.51375,0.00060113,0.0069115,Myo1d,chr11,-,80482126,80780025,5354,protein_coding,myosin_ID,586,525,390,299,330,338,5.605618472,5.067526891,4.265529079,3.093727459,2.973828432,2.866725119
ENSMUSG00000037206,1277.753009,866.803234,0.51433,0.0034494,0.027186,Islr,chr9,-,58156265,58159221,2226,protein_coding,immunoglobulin_superfamily_containing_leucine-rich_repeat,1167,1648,1157,891,954,678,26.85035194,38.26019443,30.43651092,22.17388417,20.67776289,13.83095767
ENSMUSG00000063524,7243.700309,4960.026555,0.51435,0.00062503,0.0071218,Eno1,chr4,+,150236721,150248879,2027,protein_coding,enolase_1_alpha_non-neuron,9627,6901,6067,4810,4653,5020,243.2436489,175.9435717,175.2697282,131.4560439,110.7540561,112.4598984
ENSMUSG00000033965,431.6237374,295.9645582,0.51455,0.00044927,0.0055544,Slc16a2,chrX,-,103697414,103821965,4134,protein_coding,solute_carrier_family_16_(monocarboxylic_acid_transporters)_member_2,458,523,366,250,327,297,5.674130137,6.538021463,5.184385412,3.350107683,3.816432774,3.26237361
ENSMUSG00000045679,211.7668977,142.2995577,0.51723,0.0056425,0.039677,Pqlc3,chr12,-,16988648,17000408,3045,protein_coding,PQ_loop_repeat_containing,226,256,179,106,177,141,3.801241208,4.344780031,3.4423292,1.928447405,2.804570139,2.102710745
ENSMUSG00000027660,676.3577934,455.7759627,0.51756,0.0043493,0.032516,Skil,chr3,+,31095058,31122577,6717,protein_coding,SKI-like,765,846,514,280,576,516,5.832978468,6.50893808,4.480994775,2.309255111,4.137399632,3.488366215
ENSMUSG00000000530,1569.073231,1076.763484,0.5192,5.74E-05,0.0010336,Acvrl1,chr15,+,101128522,101145336,3640,protein_coding,activin_A_receptor_type_II-like_1,1633,1644,1562,875,1084,1226,22.97677585,23.3407902,25.1284854,13.31667804,14.36839421,15.29455357
ENSMUSG00000030342,926.9144621,634.7298956,0.51988,0.00011474,0.0017974,Cd9,chr6,-,125460266,125494791,1228,protein_coding,CD9_antigen,1046,1081,769,472,733,685,43.6252174,45.49277746,36.67031493,21.29280429,28.79956607,25.33027607
ENSMUSG00000020736,241.8121081,163.4298728,0.52132,0.0022103,0.019246,Nt5c,chr11,-,115490420,115491862,907,protein_coding,5'3'-nucleotidase_cytosolic,264,253,231,144,171,166,14.90736641,14.41545516,14.91390456,8.795173994,9.096391834,8.310908853
ENSMUSG00000030654,951.5335374,651.2804564,0.52227,0.00010034,0.0016135,Arl6ip1,chr7,-,118118891,118129625,2134,protein_coding,ADP-ribosylation_factor-like_6_interacting_protein_1,1129,1118,738,535,690,701,27.0959145,27.07462897,20.25109978,13.88828428,15.60037407,14.91665074
ENSMUSG00000042485,257.1782386,173.0950686,0.52236,0.0041002,0.030986,Mustn1,chr14,+,30879257,30881608,1177,protein_coding,musculoskeletal_embryonic_nuclear_protein_1,312,262,226,160,153,194,13.57633099,11.50376374,11.2439432,7.530654973,6.271844819,7.484675661
ENSMUSG00000021556,307.2816686,206.5387501,0.5224,0.0053672,0.038203,Golm1,chr13,-,59634996,59675784,3693,protein_coding,golgi_membrane_protein_1,386,376,209,193,203,209,5.353185383,5.261670679,3.314008708,2.895124415,2.652143792,2.569890961
ENSMUSG00000020097,735.4670793,500.3912512,0.52336,0.00050219,0.0060636,Sgpl1,chr10,-,61098642,61147703,4361,protein_coding,sphingosine_phosphate_lyase_1,951,710,630,438,547,489,11.16859948,8.413707066,8.459430555,5.563873589,6.051758321,5.091790082
ENSMUSG00000090386,485.3744853,330.1406164,0.52337,0.00042658,0.0053163,2810055G20Rik,chr16,+,77236317,77691403,3422,processed_transcript,Mir99a_and_Mirlet7c-1_host_gene_(non-protein_coding),490,593,428,263,342,373,7.333653072,8.955499491,7.32403533,4.257601143,4.821991463,4.949673419
ENSMUSG00000033910,582.2731947,387.9504308,0.52436,0.0069153,0.046228,Gucy1a3,chr3,-,82092428,82145877,4653,protein_coding,guanylate_cyclase_1_soluble_alpha_3,680,751,407,240,512,416,7.484799078,8.341074685,5.122099651,2.857376178,5.309055248,4.059831384
ENSMUSG00000040249,5236.571312,3593.715671,0.52615,2.38E-06,7.04E-05,Lrp1,chr10,-,127538161,127621148,14888,protein_coding,low_density_lipoprotein_receptor-related_protein_1,6025,6049,4297,3023,4074,3521,20.7264526,20.99724665,16.90112681,11.24840688,13.20276827,10.73933484
ENSMUSG00000070372,755.7769317,511.0077247,0.52706,0.00067789,0.0076245,Capza1,chr3,-,104822779,104864505,3193,protein_coding,capping_protein_(actin_filament)_muscle_Z-line_alpha_1,804,876,671,350,648,532,12.89618981,14.17817436,12.30581179,6.072371821,9.791662228,7.565897131
ENSMUSG00000003273,180.3503157,120.3784935,0.52739,0.0047511,0.034666,Car11,chr7,+,45699843,45704682,1585,protein_coding,carbonic_anhydrase_11,212,200,151,95,132,130,6.850320341,6.521024839,5.578717214,3.320347736,4.018139414,3.724447048
ENSMUSG00000072235,3146.063817,2146.422583,0.52964,2.36E-05,0.00050386,Tuba1a,chr15,-,98949841,98953551,1647,protein_coding,tubulin_alpha_1A,3021,3731,2990,1965,2197,2137,93.94234839,117.0703119,106.3075859,66.09341407,64.36011243,58.9194442
ENSMUSG00000003228,842.6947743,563.6520814,0.53046,0.0031839,0.025601,Grk5,chr19,+,60889749,61092553,3165,protein_coding,G_protein-coupled_receptor_kinase_5,842,1026,753,543,698,410,13.62519303,16.75285277,13.93182237,9.504195163,10.64050021,5.882444803
ENSMUSG00000032470,211.5023881,141.5418816,0.53167,0.0031619,0.025457,Mras,chr9,-,99385420,99437381,4701,protein_coding,muscle_and_microspikes_RAS,233,243,183,132,152,131,2.538457849,2.671352183,2.279541512,1.555510369,1.560032597,1.265402718
ENSMUSG00000041801,562.7879939,374.0406288,0.53253,0.0058071,0.040488,Phlda3,chr1,+,135766119,135769136,1435,protein_coding,pleckstrin_homology-like_domain_family_A_member_3,706,603,452,428,346,303,25.19747868,21.71603518,18.44476815,16.52270308,11.63334303,9.588230057
ENSMUSG00000004947,339.4532225,228.7561838,0.53296,0.00054379,0.0064378,Dtx2,chr5,+,135994800,136032872,5420,protein_coding,deltex_2_homolog_(Drosophila),361,364,325,194,239,242,3.411239421,3.470701172,3.511322677,1.982858274,2.127545961,2.027513702
ENSMUSG00000016256,1118.967605,748.9774562,0.5335,0.0023145,0.019893,Ctsz,chr2,-,174427493,174439039,1441,protein_coding,cathepsin_Z,1251,1271,965,849,676,633,44.4628826,45.58234828,39.21479954,32.63870657,22.63409068,19.94745287
ENSMUSG00000025784,1634.665956,1104.771976,0.53535,0.00020526,0.0029175,Clec3b,chr9,+,123150946,123157430,990,protein_coding,C-type_lectin_domain_family_3_member_b,1661,1769,1615,1105,1110,1005,85.92879553,92.3438046,95.52652925,61.83242991,54.09636959,46.0976287
ENSMUSG00000031274,1185.239223,795.7797828,0.53642,0.00068161,0.0076364,Col4a5,chrX,+,141475385,141689234,6536,protein_coding,collagen_type_IV_alpha_5,1240,1543,934,553,978,849,9.716591128,12.20025781,8.367996686,4.687079482,7.219500447,5.898524194
ENSMUSG00000000732,362.7322855,241.1614726,0.53719,0.0020428,0.018116,Icosl,chr10,+,78069360,78079525,2756,protein_coding,icos_ligand,408,378,338,159,287,277,7.582025423,7.088065334,7.181648644,3.19600273,5.024386266,4.564027728
ENSMUSG00000027858,359.9123334,240.8133632,0.53772,0.0014803,0.01398,Tspan2,chr3,+,102734529,102772292,4484,protein_coding,tetraspanin_2,368,478,283,212,260,237,4.203262384,5.509058931,3.695791807,2.619144669,2.797615854,2.400106209
ENSMUSG00000027078,382.0421952,251.5849497,0.53809,0.0074637,0.049257,Ube2l6,chr2,+,84798828,84810335,1560,protein_coding,ubiquitin-conjugating_enzyme_E2L_6,384,412,382,290,236,198,12.60697561,13.64858859,14.33921681,10.29823102,7.299073568,5.763526712
ENSMUSG00000024981,669.4528246,442.5092923,0.539,0.0050417,0.036237,Acsl5,chr19,+,55253369,55296627,3150,protein_coding,acyl-CoA_synthetase_long-chain_family_member_5,989,668,456,432,437,423,16.08014736,10.95925505,8.476976041,7.59735506,6.693468432,6.097861162
ENSMUSG00000048612,245.0900145,161.1952828,0.53919,0.0069034,0.046185,Myof,chr19,-,37899036,38043577,7094,protein_coding,myoferlin,269,339,167,124,185,170,1.942072248,2.469583071,1.378516453,0.968321849,1.258232447,1.088191817
ENSMUSG00000016206,159.4069834,104.7374285,0.54053,0.0058487,0.040696,H2-M3,chr17,+,37270220,37274484,1438,protein_coding,histocompatibility_2_M_region_locus_3,170,190,137,82,124,105,6.054723593,6.828256712,5.578897059,3.15896051,4.160477096,3.315722157
ENSMUSG00000025332,1637.038237,1087.204548,0.54071,0.0020714,0.018287,Kdm5c,chrX,+,152233020,152274535,6449,protein_coding,lysine_(K)-specific_demethylase_5C,1644,1828,1588,721,1549,995,13.05610766,14.64869511,14.41932026,6.193442618,11.58882426,7.006133722
ENSMUSG00000040435,777.3730519,524.738066,0.54089,6.22E-05,0.0011041,Ppp1r15a,chr7,-,45522916,45526268,2809,protein_coding,protein_phosphatase_1_regulatory_(inhibitor)_subunit_15A,881,939,616,427,567,559,16.06306644,17.27543447,12.84149656,8.421032943,9.738939233,9.036656766
ENSMUSG00000001435,791.2738651,520.0836567,0.54108,0.0068594,0.045942,Col18a1,chr10,-,77052178,77166548,6338,protein_coding,collagen_type_XVIII_alpha_1,889,1020,582,614,436,442,7.183793047,8.316930307,5.377215188,5.366675878,3.319056082,3.166778975
ENSMUSG00000059182,175.388518,115.7006183,0.54122,0.0052695,0.037584,Skap2,chr6,-,51859166,52012549,1638,protein_coding,src_family_associated_phosphoprotein_2,203,180,161,112,113,113,6.347262023,5.679024379,5.755706573,3.787855087,3.328471805,3.132652806
ENSMUSG00000047409,311.5915691,206.7691799,0.54166,0.0030121,0.024515,Ctdspl,chr9,+,118926453,119043998,4589,protein_coding,CTD_(carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A)_small_phosphatase-like,413,343,225,189,217,201,4.60931385,3.862701851,2.871118564,2.281565688,2.281508087,1.988958484
ENSMUSG00000021948,501.1243562,336.6992056,0.54209,0.00018588,0.0026858,Prkcd,chr14,-,30595356,30626210,2851,protein_coding,protein_kinase_C_delta,555,566,439,280,399,317,9.97011235,10.25969238,9.016831827,5.440640681,6.752366627,5.049051067
ENSMUSG00000029070,1127.906732,758.3865523,0.54365,9.42E-05,0.0015398,Mxra8,chr4,+,155839680,155844088,2203,protein_coding,matrix-remodelling_associated_8,1217,1358,947,602,937,712,28.29308912,31.85667157,25.17225651,15.13809494,20.5213265,14.67618626
ENSMUSG00000032508,361.640805,240.8226945,0.54373,0.00071873,0.0079683,Myd88,chr9,-,119335934,119341411,2458,protein_coding,myeloid_differentiation_primary_response_gene_88,379,370,365,192,274,248,7.896990542,7.779200604,8.695561934,4.327216063,5.378349502,4.581603698
ENSMUSG00000039202,909.2018033,611.6087218,0.5445,4.65E-05,0.00087263,Abhd2,chr7,+,79273201,79365508,6875,protein_coding,abhydrolase_domain_containing_2,939,1084,806,465,714,640,6.995152328,8.148388085,6.865133802,3.746877382,5.010785888,4.227221355
ENSMUSG00000034810,669.4040435,439.8065705,0.54482,0.0041207,0.031073,Scn7a,chr2,-,66673425,66784914,7338,protein_coding,sodium_channel_voltage-gated_type_VII_alpha,858,712,527,259,575,493,5.988442265,5.014381951,4.20551876,1.955290486,3.780684821,3.050822427
ENSMUSG00000024501,1527.373484,1026.825071,0.54499,9.42E-05,0.0015398,Dpysl3,chr18,-,43320979,43438286,5484,protein_coding,dihydropyrimidinase-like_3,1678,1799,1290,978,1144,885,15.67107528,16.95308902,13.77459793,9.879401581,10.06488726,7.328136377
ENSMUSG00000032440,1525.696077,1029.04465,0.54707,4.98E-06,0.00013309,Tgfbr2,chr9,-,116087698,116175363,4785,protein_coding,transforming_growth_factor_beta_receptor_II,1637,1825,1298,816,1172,1064,17.52148954,19.71042787,15.88471463,9.447076825,11.81751075,10.09734986
ENSMUSG00000001156,321.9246041,211.3338493,0.54841,0.0031309,0.025261,Mxd1,chr6,-,86647044,86669159,4662,protein_coding,MAX_dimerization_protein_1,386,375,249,139,265,230,4.240522012,4.156943521,3.127618294,1.651702254,2.742546129,2.240285073
ENSMUSG00000039886,579.2179579,383.5378068,0.54889,0.0014621,0.013885,Tmem120a,chr5,-,135735485,135744271,1382,protein_coding,transmembrane_protein_120A,786,523,495,361,382,380,29.12854485,19.5572943,20.97412359,14.47066166,13.33630921,12.48599831
ENSMUSG00000020019,470.2349661,306.7350209,0.54912,0.0069056,0.046185,Ntn4,chr10,+,93640681,93747207,3646,protein_coding,netrin_4,546,558,370,351,315,218,7.669733342,7.909201863,5.942534703,5.333099453,4.168446441,2.71511074
ENSMUSG00000028082,547.5047452,363.625804,0.5503,0.00061184,0.007,Sh3d19,chr3,+,85971109,86130526,6886,protein_coding,SH3_domain_protein_D19,547,717,449,293,438,347,4.068408888,5.381052914,3.818264322,2.357164178,3.068933151,2.288285322
ENSMUSG00000021411,511.9044582,339.5842689,0.5511,0.00065982,0.0074513,Pxdc1,chr13,-,34627840,34652681,2027,protein_coding,PX_domain_containing_1,563,599,435,270,309,426,14.22521806,15.27172866,12.56672684,7.379029489,7.355040476,9.543409705
ENSMUSG00000028709,212.9235899,139.6520532,0.55139,0.0034505,0.027186,Mob3c,chr4,+,115828092,115836185,2884,protein_coding,MOB_kinase_activator_3C,235,262,170,117,130,165,4.173273933,4.694843941,3.451757937,2.247397204,2.174845612,2.597983608
ENSMUSG00000027907,1084.251405,723.1653065,0.55172,0.00022724,0.0031497,S100a11,chr3,+,93520488,93526287,511,protein_coding,S100_calcium_binding_protein_A11_(calgizzarin),1162,1195,1005,748,685,668,116.4634133,120.8543065,115.1680009,81.09049065,64.67702092,59.36128324
ENSMUSG00000038065,552.9070936,362.9301016,0.55207,0.0023076,0.019853,Mturn,chr6,+,54681624,54703851,5303,protein_coding,maturin_neural_progenitor_differentiation_regulator_homolog_(Xenopus),733,560,438,236,439,414,7.079239967,5.457346452,4.836588626,2.465355805,3.994139504,3.545083202
ENSMUSG00000023963,249.0877006,164.3411522,0.55255,0.0020568,0.018205,Cyp39a1,chr17,+,43667425,43751431,3053,protein_coding,cytochrome_P450_family_39_subfamily_a_polypeptide_1,274,291,212,164,162,153,4.596508261,4.925851444,4.066265422,2.975817368,2.560168481,2.275686037
ENSMUSG00000039529,242.2848162,158.2036828,0.55618,0.0027193,0.022607,Atp8b1,chr18,-,64528979,64661000,6440,protein_coding,ATPase_class_I_type_8B_member_1,256,299,202,120,201,150,2.035909104,2.3993878,1.836758968,1.032249329,1.505880558,1.057677121
ENSMUSG00000022451,459.6000342,305.8772801,0.55638,9.25E-05,0.0015245,Twf1,chr15,-,94577951,94589889,3025,protein_coding,twinfilin_actin-binding_protein_homolog_1_(Drosophila),535,501,396,251,339,315,9.058007782,8.559087619,7.665782161,4.596609105,5.40697866,4.728603433
ENSMUSG00000047617,679.6734729,446.0963216,0.55698,0.0015383,0.014391,BC029214,chr2,-,25455141,25461094,1254,protein_coding,cDNA_sequence_BC029214,893,612,606,364,403,551,36.47188492,25.22138961,28.29839175,16.08026041,15.50557393,19.95270496
ENSMUSG00000040212,436.3466703,287.9652044,0.55763,0.0007703,0.0083867,Emp3,chr7,-,45918023,45921426,787,protein_coding,epithelial_membrane_protein_3,426,515,411,277,256,308,27.72293158,33.81797682,30.58114601,19.49818861,15.69443079,17.77148431
ENSMUSG00000038521,588.9313809,390.6511936,0.559,0.00012206,0.001891,C1s1,chr6,-,124530345,124542359,2946,protein_coding,complement_component_1_s_subcomponent_1,660,696,485,302,468,391,11.47401675,12.2093241,9.640413515,5.678889666,7.664669748,6.026868743
ENSMUSG00000068551,277.2545612,178.7694872,0.55945,0.0055527,0.039201,Zfp467,chr6,-,48427697,48445825,3619,protein_coding,zinc_finger_protein_467,331,335,206,109,213,216,4.684289171,4.783781658,3.33323017,1.668503589,2.839692776,2.71027205
ENSMUSG00000038763,5584.937495,3731.906008,0.55996,3.19E-06,9.07E-05,Alpk3,chr7,+,81057600,81105612,6369,protein_coding,alpha-kinase_3,5654,6011,5561,3067,3764,4200,45.46621923,48.7742505,51.12911941,26.67667867,28.51403657,29.94509946
ENSMUSG00000037643,431.1981381,285.0011536,0.56036,0.00023528,0.0032323,Prkci,chr3,+,30995747,31052741,4490,protein_coding,protein_kinase_C_iota,463,519,364,220,299,327,5.281276877,5.973600054,4.747245696,2.714348272,3.212959,3.307113728
ENSMUSG00000031328,6179.959559,4102.616064,0.56113,6.22E-05,0.0011041,Flna,chrX,-,74223461,74249820,8456,protein_coding,filamin_alpha,7536,7534,4410,3269,4667,4228,45.6436327,46.04428856,30.53938465,21.41604037,26.62889609,22.7048022
ENSMUSG00000003541,1305.398616,865.9542494,0.56118,5.58E-05,0.0010112,Ier3,chr17,+,35821684,35822923,1131,protein_coding,immediate_early_response_3,1448,1419,1186,616,924,1043,65.57076392,64.83879214,61.40570911,30.172225,39.41755685,41.87640794
ENSMUSG00000003269,1784.952211,1193.709905,0.56156,8.37E-07,2.93E-05,Cyth2,chr7,-,45806637,45814581,2527,protein_coding,cytohesin_2,1968,1932,1638,1054,1180,1277,39.88633556,39.51090757,37.95730087,23.10599098,22.52978782,22.94739407
ENSMUSG00000030714,250.9574441,163.8168175,0.56492,0.0011173,0.011268,Ccdc101,chr7,+,126649309,126672925,1312,protein_coding,coiled-coil_domain_containing_101,290,266,224,131,163,191,11.32057404,10.47762684,9.99771725,5.531293342,5.9942397,6.610696981
ENSMUSG00000028825,269.2946359,175.0348513,0.5665,0.001756,0.01602,Rhd,chr4,+,134864536,134896172,1514,protein_coding,Rh_blood_group_D_antigen,297,254,277,163,178,172,10.04696434,8.670077246,10.71372663,5.964182989,5.672499464,5.158818993
ENSMUSG00000042249,482.4293396,311.078826,0.56799,0.003786,0.029116,Adrbk2,chr5,-,112910478,113015514,6537,protein_coding,adrenergic_receptor_kinase_beta_2,720,486,319,276,321,318,5.641028552,3.842137559,2.857583075,2.33894402,2.369228148,2.209003243
ENSMUSG00000013921,240.2135952,155.5979122,0.56947,0.0018249,0.016518,Clip3,chr7,+,30291672,30308367,3381,protein_coding,CAP-GLY_domain_containing_linker_protein_3,244,308,199,122,185,155,3.696144504,4.707828906,3.446629275,1.998959018,2.640018037,2.081777191
ENSMUSG00000031965,2500.62461,1649.878128,0.57073,2.76E-05,0.00057038,Tbx20,chr9,-,24720812,24774303,6436,protein_coding,T-box_20,2444,3058,2268,1247,2018,1646,19.44864963,24.55480961,20.63543753,10.73345769,15.12813749,11.61345694
ENSMUSG00000016458,247.0901236,157.7419378,0.57236,0.0057906,0.040412,Wt1,chr2,+,105126529,105173616,3090,protein_coding,Wilms_tumor_1_homolog,264,327,186,140,125,198,4.375722115,5.468955613,3.524853987,2.509913686,1.951784523,2.909741641
ENSMUSG00000022048,1139.623322,750.1603614,0.57538,1.14E-05,0.00027453,Dpysl2,chr14,-,66802864,66868688,4520,protein_coding,dihydropyrimidinase-like_2,1323,1187,1029,561,828,843,14.99083057,13.5714862,13.33102696,6.87564835,8.838371218,8.469092147
ENSMUSG00000029122,290.4425703,187.7256053,0.57796,0.0012311,0.012136,Evc,chr5,-,37289098,37336894,4325,protein_coding,Ellis_van_Creveld_gene_syndrome,357,324,229,170,218,164,4.227527007,3.87145329,3.10053071,2.177469297,2.431928029,1.721890201
ENSMUSG00000000290,172.6888612,108.8150298,0.57798,0.0057437,0.040226,Itgb2,chr10,+,77530252,77565708,2970,protein_coding,integrin_beta_2,183,180,170,69,135,123,3.155723376,3.132067991,3.351808044,1.287009853,2.193096064,1.880599778
ENSMUSG00000026278,187.8476103,119.4312275,0.5787,0.0059513,0.041266,Bok,chr1,+,93685660,93695764,1468,protein_coding,BCL2-related_ovarian_killer,203,228,156,132,112,101,7.082299179,8.026457617,6.222790923,4.981235862,3.681054974,3.124230275
ENSMUSG00000038400,1272.385697,829.4784272,0.57918,0.0002179,0.0030628,Pmepa1,chr2,-,173224458,173276533,4538,protein_coding,prostate_transmembrane_protein_androgen_induced_1,1402,1479,1087,878,815,713,15.82296285,16.84297515,14.02657762,10.71813579,8.665097495,7.134651374
ENSMUSG00000048218,187.6035654,120.1804705,0.57963,0.0024824,0.021026,Amigo2,chr15,-,97244074,97247287,2871,protein_coding,adhesion_molecule_with_Ig_like_domain_2,230,186,167,108,117,128,4.102975559,3.34807268,3.406198438,2.083914005,1.966224058,2.0245313
ENSMUSG00000033713,219.8110319,138.2403956,0.5798,0.0063853,0.04378,Foxn3,chr12,-,99194980,99450111,2882,protein_coding,forkhead_box_N3,271,231,184,83,191,143,4.815923735,4.14221969,3.738613013,1.595413808,3.197567544,2.25314831
ENSMUSG00000030313,555.6431194,356.6925109,0.57986,0.0014708,0.013928,Dennd5b,chr6,-,148988071,149101680,9831,protein_coding,DENN/MADD_domain_containing_5B,677,601,458,215,424,435,3.526917159,3.15930752,2.728063335,1.211518344,2.080886999,2.009274531
